LocationID,trip_count,total_fare,avg_fare,avg_distance,avg_tip,Zone,Borough,latitude,longitude,intensity
227,302,9167.96,30.357483443708606,4.75794701986755,0.1329139072847682,Sunset Park East,Brooklyn,40.7128,-74.006,0.005417137527130532
242,296,10591.68,35.78270270270271,7.311891891891892,0.07831081081081082,Van Nest/Morris Park,Bronx,40.7128,-74.006,0.005309512278247144
121,291,9559.04,32.84893470790378,6.944364261168385,0.42817869415807563,Hillcrest/Pomonok,Queens,40.7128,-74.006,0.00521982457084432
259,288,11451.26,39.761319444444446,10.0975,0.14875000000000002,Woodlawn/Wakefield,Bronx,40.7128,-74.006,0.005166011946402626
60,280,9298.99,33.21067857142857,6.621714285714286,0.046857142857142854,Crotona Park East,Bronx,40.7128,-74.006,0.005022511614558109
217,268,7950.11,29.664589552238805,4.058283582089552,0.20242537313432835,South Williamsburg,Brooklyn,40.7128,-74.006,0.004807261116791333
136,268,9393.31,35.049664179104475,7.854365671641791,0.0,Kingsbridge Heights,Bronx,40.7128,-74.006,0.004807261116791333
160,267,8594.38,32.18868913857678,5.029101123595505,0.7459925093632959,Middle Village,Queens,40.7128,-74.006,0.004789323575310768
102,262,7905.21,30.172557251908398,4.351984732824428,0.18312977099236644,Glendale,Queens,40.7128,-74.006,0.004699635867907945
208,262,9917.65,37.85362595419847,7.576145038167939,0.30255725190839694,Schuylerville/Edgewater Park,Bronx,40.7128,-74.006,0.004699635867907945
32,257,9540.5,37.12256809338521,8.3684046692607,0.08583657587548639,Bronxdale,Bronx,40.7128,-74.006,0.004609948160505121
131,253,9221.77,36.4496837944664,7.5755335968379445,0.12806324110671935,Jamaica Estates,Queens,40.7128,-74.006,0.004538197994582862
123,248,7483.61,30.17584677419355,5.454314516129033,0.19241935483870967,Homecrest,Brooklyn,40.7128,-74.006,0.0044485102871800394
185,246,9012.46,36.6360162601626,8.411544715447153,0.07638211382113821,Pelham Parkway,Bronx,40.7128,-74.006,0.00441263520421891
202,243,8542.42,35.153991769547325,5.489547325102881,0.9678600823045267,Roosevelt Island,Manhattan,40.7128,-74.006,0.004358822579777216
135,236,7152.57,30.307499999999997,5.422542372881356,0.15974576271186441,Kew Gardens Hills,Queens,40.7128,-74.006,0.004233259789413263
21,229,6796.75,29.680131004366814,6.025807860262009,0.09445414847161572,Bensonhurst East,Brooklyn,40.7128,-74.006,0.00410769699904931
29,229,8477.81,37.02100436681223,8.701572052401747,0.004366812227074236,Brighton Beach,Brooklyn,40.7128,-74.006,0.00410769699904931
200,218,8606.57,39.479678899082565,7.7509174311926605,0.6269724770642202,Riverdale/North Riverdale/Fieldston,Bronx,40.7128,-74.006,0.003910384042763099
124,218,6859.67,31.466376146788992,5.859816513761468,0.32788990825688075,Howard Beach,Queens,40.7128,-74.006,0.003910384042763099
139,217,8511.32,39.22267281105991,10.56778801843318,0.11552995391705069,Laurelton,Queens,40.7128,-74.006,0.003892446501282534
149,214,6276.02,29.327196261682246,4.924065420560748,0.056074766355140186,Madison,Brooklyn,40.7128,-74.006,0.00383863387684084
173,212,5722.52,26.99301886792453,4.201084905660378,0.35665094339622644,North Corona,Queens,40.7128,-74.006,0.003802758793879711
108,210,7414.73,35.308238095238096,8.955571428571428,0.023428571428571427,Gravesend,Brooklyn,40.7128,-74.006,0.0037668837109185813
147,208,6491.32,31.20826923076923,6.045721153846154,0.07581730769230768,Longwood,Bronx,40.7128,-74.006,0.003731008627957452
94,195,7077.21,36.29338461538462,8.592564102564102,0.005128205128205128,Fordham South,Bronx,40.7128,-74.006,0.0034978205887101115
67,192,7080.44,36.877291666666665,5.579843749999999,0.6926562500000001,Dyker Heights,Brooklyn,40.7128,-74.006,0.0034440079642684175
3,190,6884.8,36.235789473684214,8.135052631578947,0.17894736842105263,Allerton/Pelham Gardens,Bronx,40.7128,-74.006,0.003408132881307288
54,187,6704.85,35.8548128342246,4.994385026737969,0.3744919786096257,Columbia Street,Brooklyn,40.7128,-74.006,0.003354320256865594
